column,key,value
STRATUM,CHL0209,CHL - stratum 09 : Subsidized / Primary andSecondary / HS
STRATUM,CHL0210,CHL - stratum 10 : Subsidized / Primary andSecondary / TP
STRATUM,CHL0211,CHL - stratum 11 : Subsidized / Primary andSecondary / HS-TP
STRATUM,CHL0212,CHL - stratum 12 : Subsidized / Secondary / HS
STRATUM,CHL0213,CHL - stratum 13 : Subsidized / Secondary / TP
STRATUM,CHL0214,CHL - stratum 14 : Subsidized / Secondary / HS-TP
STRATUM,CHL0315,CHL - stratum 15 : Private / Primary / Only Primary
STRATUM,CHL0316,CHL - stratum 16 : Private / Primary andSecondary / HS
STRATUM,CHL0317,CHL - stratum 17 : Private / Secondary / HS
STRATUM,CHL0318,CHL - stratum 18 : Private / Secondary / TP
STRATUM,COL0101,COL - stratum 01 : BOGOTÁ
STRATUM,COL0502,COL - stratum 02 : REST OF MANIZALES
STRATUM,COL0303,COL - stratum 03 : MANIZALES-ESCUELA ACTIVA
STRATUM,COL0404,COL - stratum 04 : MEDELLÍN
STRATUM,COL0205,COL - stratum 05 : CALI
STRATUM,COL0606,COL - stratum 06 : REST OF THE COUNTRY
STRATUM,CRI0001,CRI - stratum 01 : Public/ academic/ urban
STRATUM,CRI0002,CRI - stratum 02 : Public/ academic/ rural
STRATUM,CRI0003,CRI - stratum 03 : Public/ technical/ urban
STRATUM,CRI0004,CRI - stratum 04 : Public/ technical/ rural
STRATUM,CRI0005,CRI - stratum 05 : private
STRATUM,CZE0101,CZE - stratum 01 : Basic/Region1/Large
STRATUM,CZE0102,CZE - stratum 02 : Basic/Region1/MSS
STRATUM,CZE0103,CZE - stratum 03 : Basic/Region1/VSS
