column,key,value
STRATUM,03606,AUS: NSW_Independent
STRATUM,03607,AUS: VIC_Catholic
STRATUM,03608,AUS: VIC_Government
STRATUM,03609,AUS: VIC_Independent
STRATUM,03610,AUS: QLD_Catholic
STRATUM,03611,AUS: QLD_Government
STRATUM,03612,AUS: QLD_Independent
STRATUM,03613,AUS: SA_Catholic
STRATUM,03614,AUS: SA_Government
STRATUM,03615,AUS: SA_Independent
STRATUM,03616,AUS: WA_Catholic
STRATUM,03617,AUS: WA_Government
STRATUM,03618,AUS: WA_Independent
STRATUM,03619,AUS: TAS_Catholic
STRATUM,03620,AUS: TAS_Government
STRATUM,03621,AUS: TAS_Independent
STRATUM,03622,AUS: NT_Catholic
STRATUM,03623,AUS: NT_Government
STRATUM,03624,AUS: NT_Independent
STRATUM,03625,AUS: Stratum 25
STRATUM,04097,AUT: Stratum 97
STRATUM,03197,AZE: Stratum 97
STRATUM,05601,BEL: Flanders/Gen Ed only/private subsidized
STRATUM,05602,BEL: Flanders/Gen Ed only/network comm. schls
STRATUM,05603,BEL: Flanders/Gen Ed and other type/private subsidized
STRATUM,05604,BEL: Flanders/Gen Ed and other type/network comm. schls
STRATUM,05605,BEL: Flanders/Tech/Voc/noGen Ed/ private subsidized
STRATUM,05606,BEL: Flanders/Tech/Voc/no Gen Ed/network comm. schls
STRATUM,05607,BEL: Flanders/Spec Ed/ private subsidized
STRATUM,05608,BEL: Flanders/Spec Ed/network comm. schls
STRATUM,05609,BEL: Flanders/Part-time Voc/ private subsidized
STRATUM,05611,BEL: French com/Regular/private sectarian
STRATUM,05612,BEL: French com/Regular/public at state/community level
STRATUM,05613,BEL: French com/Regular/public at local level
STRATUM,05614,BEL: French com/Regular/private non-sectarian
